date,time,open,high,low,close,volume
2026-09-10,09:00,322.5,322.5,322.5,322.5,0
2026-09-10,09:02,321.5,322.5,321.5,322.5,3000
2026-09-10,09:06,322.0,324.0,322.0,324.0,6000
2026-09-10,09:07,324.0,324.0,321.5,321.5,5188
2026-09-10,09:10,321.5,321.5,321.5,321.5,3000
2026-09-10,09:11,320.5,320.5,320.0,320.0,3141
2026-09-10,09:14,320.0,320.0,319.0,319.0,5050
2026-09-10,09:15,318.5,318.5,318.5,318.5,1020
2026-09-10,09:16,318.0,318.0,318.0,318.0,5003
2026-09-10,09:17,322.5,322.5,322.5,322.5,1000
2026-09-10,09:18,322.5,323.0,322.5,323.0,4439
2026-09-10,09:19,323.0,323.0,322.0,322.0,2000
2026-09-10,09:20,321.0,321.0,320.0,320.0,7000
2026-09-10,09:21,320.0,320.0,320.0,320.0,1000
2026-09-10,09:22,320.0,320.0,320.0,320.0,1000
2026-09-10,09:23,320.0,320.0,320.0,320.0,1034
2026-09-10,09:26,319.5,319.5,319.0,319.0,6238
2026-09-10,09:27,318.0,318.0,318.0,318.0,3100
2026-09-10,09:28,318.0,318.5,318.0,318.5,2000
2026-09-10,09:29,317.5,317.5,317.5,317.5,2025
2026-09-10,09:30,317.5,317.5,317.5,317.5,1050
2026-09-10,09:32,317.5,318.5,317.5,318.5,4000
2026-09-10,09:33,319.0,319.0,319.0,319.0,1000
2026-09-10,09:34,320.0,320.0,320.0,320.0,1000
2026-09-10,09:35,319.0,319.0,319.0,319.0,1000
2026-09-10,09:36,318.5,318.5,318.0,318.0,7472
2026-09-10,09:37,317.5,317.5,317.5,317.5,5000
2026-09-10,09:38,317.0,317.5,317.0,317.5,2100
2026-09-10,09:43,319.0,319.0,319.0,319.0,1100
2026-09-10,09:46,319.0,319.0,319.0,319.0,1002
2026-09-10,09:53,318.0,318.0,318.0,318.0,3102
2026-09-10,10:00,318.0,318.0,317.5,317.5,3000
2026-09-10,10:01,317.0,317.0,317.0,317.0,4113
2026-09-10,10:03,319.0,319.0,319.0,319.0,2030
2026-09-10,10:09,317.0,317.0,317.0,317.0,1050
2026-09-10,10:11,317.5,317.5,317.5,317.5,1000
2026-09-10,10:16,317.5,317.5,316.5,316.5,10374
2026-09-10,10:17,316.5,316.5,316.0,316.0,4192
2026-09-10,10:18,316.5,316.5,316.5,316.5,1000
2026-09-10,10:28,317.0,317.0,317.0,317.0,3001
2026-09-10,10:30,316.5,316.5,316.5,316.5,5000
2026-09-10,10:32,317.5,317.5,317.5,317.5,1200
2026-09-10,10:44,317.5,317.5,317.5,317.5,9000
2026-09-10,10:48,317.5,317.5,317.0,317.0,4000
2026-09-10,10:50,317.0,317.0,317.0,317.0,1002
2026-09-10,10:58,318.0,318.0,318.0,318.0,3000
2026-09-10,11:09,317.0,317.0,317.0,317.0,1000
2026-09-10,11:10,318.0,318.5,318.0,318.5,2008
2026-09-10,11:13,319.5,319.5,319.5,319.5,1036
2026-09-10,11:16,318.0,321.0,318.0,321.0,7064
2026-09-10,11:17,322.0,322.0,322.0,322.0,2000
2026-09-10,11:18,322.5,322.5,322.5,322.5,5136
2026-09-10,11:20,322.0,322.0,322.0,322.0,1215
2026-09-10,11:25,319.5,319.5,319.5,319.5,1005
2026-09-10,11:29,319.5,319.5,319.0,319.0,3000
2026-09-10,11:34,317.5,317.5,315.0,315.0,47702
2026-09-10,11:35,315.5,316.5,315.5,316.5,2000
2026-09-10,11:36,317.0,317.0,317.0,317.0,1055
2026-09-10,11:42,317.5,317.5,317.5,317.5,1044
2026-09-10,11:43,316.0,316.0,316.0,316.0,2000
2026-09-10,11:44,317.5,317.5,317.5,317.5,1000
2026-09-10,11:45,317.5,317.5,317.5,317.5,1000
2026-09-10,11:47,316.5,316.5,316.0,316.0,2000
2026-09-10,11:49,317.0,317.0,317.0,317.0,1000
2026-09-10,11:54,316.5,317.0,316.5,317.0,2000
2026-09-10,12:05,317.5,317.5,317.5,317.5,2000
2026-09-10,12:08,318.0,318.0,318.0,318.0,2000
2026-09-10,12:22,319.0,319.0,319.0,319.0,1000
2026-09-10,12:23,319.5,319.5,319.5,319.5,2000
2026-09-10,12:24,319.5,320.0,319.5,320.0,11400
2026-09-10,12:25,321.5,322.0,321.5,322.0,4105
2026-09-10,12:32,320.0,320.0,320.0,320.0,2005
2026-09-10,12:34,320.0,320.0,320.0,320.0,1000
2026-09-10,12:35,320.0,320.0,320.0,320.0,2002
2026-09-10,12:39,319.5,319.5,319.5,319.5,1001
2026-09-10,12:42,319.5,319.5,319.5,319.5,2004
2026-09-10,12:44,319.0,319.0,319.0,319.0,1010
2026-09-10,12:45,319.0,319.0,319.0,319.0,1007
2026-09-10,12:50,319.0,319.0,319.0,319.0,1118
2026-09-10,12:54,319.0,319.0,319.0,319.0,1300
2026-09-10,12:57,320.5,320.5,320.5,320.5,1000
2026-09-10,12:59,321.0,321.0,321.0,321.0,2000
2026-09-10,13:00,321.0,321.0,321.0,321.0,1379
2026-09-10,13:02,321.5,321.5,321.5,321.5,1360
2026-09-10,13:05,321.0,321.5,321.0,321.5,2050
2026-09-10,13:06,320.0,320.0,320.0,320.0,7010
2026-09-10,13:08,321.0,321.5,321.0,321.5,2005
2026-09-10,13:09,321.5,321.5,321.5,321.5,1000
2026-09-10,13:10,321.5,322.5,321.5,322.5,16105
2026-09-10,13:13,322.0,322.5,322.0,322.5,6000
2026-09-10,13:14,323.0,324.0,323.0,324.0,7831
2026-09-10,13:16,322.5,323.0,322.5,323.0,5090
2026-09-10,13:17,323.0,323.0,322.0,322.0,3020
2026-09-10,13:18,323.0,323.5,323.0,323.0,6000
2026-09-10,13:19,323.0,323.0,322.0,322.0,6000
2026-09-10,13:20,323.5,323.5,323.5,323.5,3000
2026-09-10,13:22,324.0,324.0,324.0,324.0,2000
2026-09-10,13:23,323.5,323.5,323.5,323.5,1000
2026-09-10,13:24,323.5,323.5,323.5,323.5,4434
2026-09-11,09:00,316.5,316.5,316.0,316.0,0
2026-09-11,09:01,316.5,320.0,316.5,320.0,7000
2026-09-11,09:04,320.0,320.0,320.0,320.0,1000
2026-09-11,09:05,320.0,320.0,320.0,320.0,1000
2026-09-11,09:06,320.0,320.0,320.0,320.0,1000
2026-09-11,09:07,319.5,319.5,319.0,319.0,2000
2026-09-11,09:08,317.5,318.5,317.5,318.0,5954
2026-09-11,09:10,317.5,317.5,316.5,316.5,2000
2026-09-11,09:12,317.0,317.0,316.5,316.5,2119
2026-09-11,09:13,316.0,317.0,316.0,317.0,2216
2026-09-11,09:15,316.5,316.5,316.5,316.5,1000
2026-09-11,09:16,316.0,316.0,316.0,316.0,1000
2026-09-11,09:17,316.5,316.5,316.0,316.0,9039
2026-09-11,09:18,316.0,316.0,315.5,315.5,3150
2026-09-11,09:19,316.0,316.0,316.0,316.0,1000
2026-09-11,09:20,316.0,316.0,316.0,316.0,1000
2026-09-11,09:21,316.0,316.0,316.0,316.0,3006
2026-09-11,09:22,315.5,315.5,314.5,314.5,10165
2026-09-11,09:24,316.0,316.0,316.0,316.0,1000
2026-09-11,09:30,315.0,315.0,314.0,314.0,11230
2026-09-11,09:33,314.0,314.0,314.0,314.0,2050
2026-09-11,09:36,314.0,314.0,313.0,313.0,6160
2026-09-11,09:37,313.0,313.0,310.5,310.5,18227
2026-09-11,09:39,311.0,311.0,311.0,311.0,1000
2026-09-11,09:41,312.0,312.0,311.0,311.0,2151
2026-09-11,09:43,312.0,312.0,311.0,311.0,4600
2026-09-11,09:47,311.5,311.5,311.5,311.5,1000
2026-09-11,09:48,311.0,311.0,311.0,311.0,3000
2026-09-11,09:49,311.5,312.0,311.5,312.0,2000
2026-09-11,09:50,312.0,312.0,311.5,311.5,2331
2026-09-11,09:58,313.0,313.0,313.0,313.0,1009
2026-09-11,10:01,312.5,312.5,312.5,312.5,1000
2026-09-11,10:03,313.5,313.5,313.5,313.5,1005
2026-09-11,10:07,313.0,313.0,312.0,312.0,8004
2026-09-11,10:08,311.5,311.5,311.5,311.5,2050
2026-09-11,10:09,311.0,311.0,311.0,311.0,1080
2026-09-11,10:14,314.5,314.5,314.5,314.5,1000
2026-09-11,10:17,312.0,312.0,312.0,312.0,1165
2026-09-11,10:21,311.5,311.5,311.0,311.0,9405
2026-09-11,10:24,310.5,310.5,309.5,309.5,19200
2026-09-11,10:26,310.0,310.0,310.0,310.0,1000
2026-09-11,10:27,309.5,310.0,309.5,310.0,4058
2026-09-11,10:30,309.5,309.5,309.0,309.0,3295
2026-09-11,10:31,309.0,309.0,309.0,309.0,1041
2026-09-11,10:32,309.0,309.0,309.0,309.0,2106
2026-09-11,10:33,308.5,308.5,308.5,308.5,1201
2026-09-11,10:34,308.5,308.5,308.5,308.5,1104
2026-09-11,10:36,308.0,308.0,308.0,308.0,3000
2026-09-11,10:37,308.5,308.5,308.5,308.5,1059
2026-09-11,10:38,308.5,309.0,308.5,309.0,2000
2026-09-11,10:39,309.0,309.0,308.5,308.5,2251
2026-09-11,10:42,309.0,309.0,309.0,309.0,1050
2026-09-11,10:43,308.5,308.5,308.0,308.0,9081
2026-09-11,10:46,308.0,309.0,308.0,309.0,2000
2026-09-11,10:50,308.5,308.5,308.5,308.5,1025
2026-09-11,10:55,308.0,308.0,307.5,307.5,8000
2026-09-11,10:57,307.5,307.5,307.5,307.5,1000
2026-09-11,11:02,308.0,308.0,308.0,308.0,1000
2026-09-11,11:06,307.5,307.5,306.0,306.0,8228
2026-09-11,11:09,308.5,308.5,308.5,308.5,1020
2026-09-11,11:15,307.0,307.0,307.0,307.0,1614
2026-09-11,11:29,307.0,307.0,307.0,307.0,1201
2026-09-11,11:39,306.5,306.5,306.5,306.5,2272
2026-09-11,11:40,307.0,307.0,307.0,307.0,1000
2026-09-11,11:42,306.5,306.5,306.5,306.5,6050
2026-09-11,11:50,306.5,306.5,306.5,306.5,3741
2026-09-11,11:51,306.0,306.0,305.5,305.5,13154
2026-09-11,11:52,305.5,305.5,305.5,305.5,1000
2026-09-11,11:53,305.5,305.5,305.5,305.5,8000
2026-09-11,11:54,305.5,305.5,305.5,305.5,2064
2026-09-11,11:57,305.5,305.5,305.5,305.5,2071
2026-09-11,11:59,306.0,306.0,306.0,306.0,2000
2026-09-11,12:04,307.0,307.0,307.0,307.0,1010
2026-09-11,12:12,307.5,307.5,307.5,307.5,1009
2026-09-11,12:17,307.0,307.5,307.0,307.5,2005
2026-09-11,12:21,308.5,308.5,308.5,308.5,2030
2026-09-11,12:23,308.5,308.5,308.5,308.5,1253
2026-09-11,12:34,308.5,308.5,308.5,308.5,1000
2026-09-11,12:35,308.0,308.0,308.0,308.0,2000
2026-09-11,12:36,308.0,308.0,308.0,308.0,1003
2026-09-11,12:38,309.0,309.5,309.0,309.5,2002
2026-09-11,12:46,308.0,308.0,308.0,308.0,2202
2026-09-11,12:48,307.5,307.5,307.5,307.5,1000
2026-09-11,12:50,308.0,308.0,308.0,308.0,3015
2026-09-11,12:54,308.0,308.0,308.0,308.0,1000
2026-09-11,12:57,308.0,308.0,308.0,308.0,1530
2026-09-11,12:58,308.0,308.0,308.0,308.0,3006
2026-09-11,12:59,307.5,307.5,307.5,307.5,4110
2026-09-11,13:00,307.5,307.5,307.5,307.5,1000
2026-09-11,13:02,307.5,307.5,307.5,307.5,1000
2026-09-11,13:04,307.0,307.0,306.5,306.5,4211
2026-09-11,13:05,307.0,307.0,307.0,307.0,1121
2026-09-11,13:08,306.5,306.5,306.5,306.5,1000
2026-09-11,13:09,306.5,306.5,306.5,306.5,5230
2026-09-11,13:10,306.0,306.0,306.0,306.0,3010
2026-09-11,13:11,306.0,307.0,306.0,307.0,2120
2026-09-11,13:17,307.0,307.0,307.0,307.0,1030
2026-09-11,13:21,307.0,307.0,307.0,307.0,4050
2026-09-11,13:23,306.5,306.5,306.5,306.5,1000
2026-09-11,13:24,307.0,307.0,306.5,307.0,3500
